clean_text,label
not if you re standing in btw the yellow lines,0
i love money fuc a bitch i won t stress myself,1
rt jeff fisher saved by the refs that was karma but the zebras messed with it,0
i could blank all you son s of bitches out,1
rt mom brought me mcdonald s for lunch i had all the bitches on me,1
thanks charlie,0
fine chicks lap dances always trash,0
down look to rally in the bottom of the th,0
she has zebra tights in her take home bag me and my mom are just,0
rt it s britney bitch,1
oreo ice cream cake,0
american culture is stuck to the side of the toilet graffiti writers in europe can create better art without any lowlife trash sex jokes,0
i feel sorry for anyone who paid for lic because edc is trash music,0
that s bc i deleted visionary once i saw your subtweet next time just me tho and i do love jail bird dresses,0
this fuzzy wuzzy kitten wants to know how a raven is like a writing desk find out why here,0
rt oreo being adorable,0
this bitch love me long time i dont know why she wouldnt,1
corey is trash,1
rt dats how u drop it dum ho ask about me b yu jump on my dick ho or reed about me yu cluck ass thot,1
like bitch that aint even attractive smh,1
rt rt last hours rt the last hour and a half of work trash just for existing,0
that s right i m making brownies right now,0
this isn t ghetto it s smart i m doing this idc,0
lmao don t fight me you don t know my ghetto ass school dude i highly doubt that since i don t give a fuck about it,1
no i wuz just making a general statement i ve never called u a bitch,1
just ate a wees brownie and is seeing random cats,0
pussy on my mind bow wow,1
in the trash,0
we in this bitch finna get crunk eyebrows on double papp,0
rt slander don t exist when you make her cum every bad thing she says doesn t register cuz you got the pussy,1
damn girl i ll be your porch monkey,1
that s energy the city is electric gotta go to yankees stadium when they are winning it is truly electrifying,0
why you wanna gimme a baby you look coolie it might could work lol,0
i follow sum bush ass bitches on here,1
you pissing in my trash can again,1
inna di ghetto you alone lmaoo,0
let s go for the sweep,0
you can masturbate anytime bitch lol i just want some damn alone time fucccckkkkkk lol,1
rt brought to you by bad bitches and good weed,1
them queer ass shorts rabchenko got on,1
stayin up late to watch,0
idont want a bestfriend boyfriend homeboy nor homegirl fuck all yall bitches ctfu idc idc,1
for those wondering why dhs was buying up all the ammo now you know once the charlie manson er race war starts its on,0
rt a day without laughter is a day wasted charlie chaplin,0
jm sorry to hear this rt i m going to chipotle for the first time it better not be trash,0
rt because hillbillies like sports to,0
i dont fuck wit hoes or broke bitches,1
if you think that the term being offensive is a political issue you are ignorant,0
bahaha omg this bitch is crazyyy,1
did everyone else s parents use to refer to the power puff girls as powder puff girls or were mine just exceptionally retarded,0
rt big booty bitches always win,1
just watched the llewyn davis doc warm fuzzies abound,0
rt pussy will always be my fav iggy song like how do you not like a song that just says pussy numerous amounts of time,1
song trash,0
because you re a fag,1
i hate a nosey bitch like mind yah business,1
early bird catches the worm,0
rt day of fxx s simpsons marathon bart s dog gets an f to last exit to springfield will be the best consecutive ho,0
no wealth doesn t insulate from being called nigger but still does improve empirical quality of life outcomes phenomenally,1
mammy push you out and had a white baby like a bitch,1
gotta keep the sox down while they re down,0
got these bad bitches waiting on me,1
jig levitating for lousiville,0
rt that s what that means some kid called me at like in the morning asking me if i wanted to hit the slopes,0
almost mad a nigguh catch some stacks at lunch close one,1
rt m amp s bids for most social christmas yet with follow the fairies campaign,0
ain t this a bitch,1
sir please go text your mexican bitch because i m not finna deal witcho childish ass,1
rt bey lost her ring at the met gala jay found it amp instead of just giving it back he gave it to her as a mock proposal,0
rt so cute rt shy bunny,0
rt salute to derek jetter best yankee ever,0
the monday has been a bitch,1
whipped out some french in front of some babes at the post office,0
rt media matters executive behind campaign blogged about trannies homos,1
i for one welcome our new eastern panhandle overlords and hope they do a better job than the yokels who got us here in the first place,0
rt answer you phone hoe i heard boutcha,1
i learnt about birds as a child best time to learn,0
mix it up bitches,1
hairy pussy,1
are we doing mad libs now cool uh twinkie long dj pon cameo magic crystal tree,0
those my v necks now ho,1
thanks to cracker tweets today my pilchards on krackerwheat are repeating on me like a typical night on the,0
short answer yes sage grouse rebellion will obama use two small birds to limit oil drilling in the west,0
so many weird people in the ghetto at this time,0
rt it s hard to be the bigger man when the other person is being such a cunt,1
rt mariano rivera now has a street outside yankee stadium named after him which giants have also had similar honors,0
baby i ll whisper vietnamese to you all soft like ching chong ting o long,0
log off nigger rt,0
lmao hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuation s,1
you watching this trash,0
how long after the name change will al memorabilia w redskins name be deemed racist and therby illegal,0
man damn dude come get this bitch lml,1
rt when i throw away paperball perfectly into the trash can,0
i get what that girls point seems to be but colored people died during the holocaust and if that s a picture of the holocaust idk,0
rt as a kid i listened to nas he showed me a new perspective coming from the ghetto like me same with pimp c,0
shut yo cracker jack buck teeth ass am a native and a nigga the best kind,1
innovative ideas about an unresolved issue relating to your ho more for libra,1
i m about to spray perfume on your bitch because if i have to look at trash it might as well smell decent,1
early bird get the worm,0
fucking told all of you bitches,1
inb you unfunny nigger kill yourself,1
rt ooh yea getting all hoes,1
idk maybe it s just me being bitter but giving bitches money and just being a genuine nigga ain t got me nowhere so fuck that struggle hoe,1
international police operation disrupts shylock banking trojan computerworld the guardianinternational poli,0
gt rt ankle socks in general are for the faggots bro,1
two birds with one stone biggs,0
i fucked up in the th grade yeah bitch you wants to fight me with yo dawg ass,1
charlie strong will have texas back as a power better power of big is anybody s now,0
jihadis betting on public protests in britain to force uk gov out of the anti isis coalition,0
girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back,1
oops constitutionalists in forgot ratify a centerpiece of the constitution th amendment banning slavery,0
rt media be like muslim whale attacks us navy muslim tiger attacks zookeeper muslim bird attacks eiffel tower mu,0
yeah cause if anyone thinks this clown went to to buy oreos is as stupid as all of them look,0
rt ltimahora el republicano charlie baker elegido gobernador de massachusetts,0
